Account,Assists,Deaths,Heals,Hours_Played,Kill_Death_Ratio,Kills,Kills_Per_Minute,Matches_Won,Resupplies,Revives,Score_Per_Min,Total_Damage_Done,Win_Ratio
Snow_Supaiku621,10279,23071,20933,640,2.31,53296,1.39,1062,4703,4589,590.71,6211733,0.57
gbug7405,42681,63448,5237,2235,2.69,170712,1.27,5144,72971,7374,590.68,20994522,0.76
BoreOre,32789,43992,795587,1737,3.88,170755,1.64,7323,73771,38021,590.65,20095246,0.75
FaLiLV_CROSS,8978,17571,26677,444,2.89,50807,1.91,769,3277,6187,590.65,5901840,0.59
exocetcros,22751,37796,222901,1277,3.12,117854,1.54,2891,35119,10436,590.53,14260053,0.69
ZzCaChOnDozZ,5867,14535,86452,536,2.04,29720,0.92,1116,9158,5587,590.53,3493631,0.66
camejo__,20641,27798,52157,853,3.91,108780,2.13,2859,6655,7177,590.48,12200828,0.75
wickum,21939,31617,207500,1599,3.64,114978,1.2,3973,76727,22196,590.48,12801138,0.84
SeeNights,14825,22599,456379,1086,3.57,80594,1.24,2918,41102,23715,590.48,9183620,0.81
Ya Peanut,9798,20388,62472,610,3.3,67216,1.83,1100,7674,5885,590.48,7424720,0.59
TullusHostilus,13761,21877,6041,1520,5.72,125236,1.37,2716,5574,1688,590.45,13694349,0.57
The_TriT,49949,86476,421622,2736,3.04,263136,1.6,5406,68692,27407,590.45,31324404,0.61
XxMikec11xX,27739,49346,321028,1965,3.46,170574,1.45,5083,69622,37348,590.38,18379868,0.72
Flashozilla,23389,13061,359312,1258,9.84,128500,1.7,2172,50605,12218,590.37,15372172,0.59
Evolut,12166,9941,43782,592,5.18,51531,1.45,1317,3894,3989,590.19,5937544,0.75
Manolis4,3945,3126,14040,289,4.36,13624,0.79,845,3195,3918,590.19,1518626,0.89
ll-LEUK-ll,3599,8162,3451,182,2.14,17455,1.59,441,318,637,590.18,1949178,0.7
FabrihBf4,5430,12049,797,261,2.5,30105,1.92,513,336,300,589.96,3563312,0.65
N7-Vulcan,25597,22733,162626,1501,5.55,126126,1.4,3185,49679,13234,589.89,14735608,0.7
7FrosTyY,35934,40726,207902,1860,4.87,198520,1.78,4506,35569,15632,589.73,22706384,0.77
6_Cheol_Hee,44073,79905,24286,1741,2.19,175167,1.68,3345,52433,4478,589.69,22763893,0.52
bahgoesthesheep,1946,2937,11018,103,2.89,8481,1.37,238,2668,1087,589.68,965974,0.75
The Garbage101,4635,6686,13518,214,3.3,22075,1.72,527,3857,2163,589.64,2545427,0.68
hashimotyo,7162,5570,4159,883,12.41,69141,1.3,1635,885,280,589.53,7781440,0.78
GHOSTRIDER2021,28297,60536,286579,1694,3.36,203228,2,4781,27902,8788,589.52,22116239,0.6
Es3_Lil_Menace,14853,30849,458219,1001,2.76,85282,1.42,2218,31903,15052,589.51,9451319,0.7
DeTH Ranger V,11985,18479,29982,1086,5.77,106640,1.64,2454,6411,3483,589.39,11647449,0.73
FCNer,19192,42950,914267,1387,2.25,96485,1.16,2586,93174,38184,589.26,11976807,0.6
ElGringoWeb,19025,41334,1278428,1518,1.75,72487,0.8,3055,81696,63161,589.26,8082353,0.67
Raafie,23871,34816,202829,1745,4.01,139541,1.33,4146,37823,16532,589.12,16060532,0.7
YZY1-6-3,5458,13866,286116,493,2.4,33218,1.12,710,30304,21477,589.02,3783645,0.54
round_clock_1,15810,42503,169720,996,2.4,101980,1.71,1941,16007,10891,589.01,11537089,0.61
KaarlMaarx007,19318,22886,255982,956,4.19,95993,1.67,2134,30338,7095,588.83,11428508,0.65
eXoD COBRA,1773,3145,35117,114,2.94,9237,1.35,214,2211,1612,588.71,1036901,0.59
Fleppi09,9259,12998,155903,489,3.61,46952,1.6,1588,11786,10564,588.63,5478710,0.67
Ilrectumgustpoop,6857,8772,9834,598,6.89,60411,1.68,1619,2500,824,588.57,6688103,0.94
Raiterr,3512,5017,69390,172,2.26,11350,1.1,363,16500,2167,588.51,1507534,0.6
ErrorOfDead_,13320,21952,116493,572,2.96,65034,1.89,1219,19201,5322,588.5,7475030,0.63
Alpaca_KuroNeko,1811,3317,55855,103,3.44,11402,1.84,209,3566,2510,588.45,1277585,0.72
z N E 4 R,19385,61302,143369,1571,2.33,142557,1.51,3024,15521,29940,588.44,15576219,0.63
aussieMan-U,21809,50679,120934,1234,2.8,141910,1.92,2301,11309,11526,588.39,15404804,0.61
ProLegion_quiqxz,2485,4296,9312,89,4.98,21376,3.96,377,666,249,588.33,2277419,0.74
Charly_FPS,51412,88994,407782,2421,3,267063,1.84,7631,43753,24460,588.31,30522827,0.79
DCV_1911,12949,16135,193032,590,3.83,61762,1.74,1368,28684,6577,588.3,7229528,0.63
xANTHONY_DUPONTx,25229,41022,81787,1324,2.85,116842,1.47,2453,11025,10524,588.22,13567046,0.64
ReyL_6,15112,26278,121946,794,2.88,75758,1.59,1598,23698,6116,588.19,8996081,0.65
orian55,33782,75480,250483,2101,3.03,228978,1.82,5077,37410,22410,588.18,25736497,0.63
ojd1108,3329,8843,22893,214,2.58,22795,1.77,416,2105,3802,588.18,2541980,0.66
zono-rondo-mk2,13793,14628,89365,1012,4.72,69019,1.14,2675,20845,6931,588.06,7625891,0.83
GenDext3r,14063,12765,152184,909,7.07,90235,1.65,1834,36964,6464,588.05,10235034,0.67
iSwT_xTheCross-,25753,33910,186871,1845,3.31,112161,1.01,5055,46542,16659,588.04,13237839,0.85
xWGrimReaperWx,7878,14882,70046,477,3.19,47496,1.66,1050,7133,3726,587.96,5465439,0.71
I LordFPS I,6581,24871,7362,445,2.69,66838,2.5,1181,1916,1039,587.82,7034303,0.68
Its Uncanny,52141,97552,3463374,3874,2.79,272378,1.17,10699,214928,252670,587.73,28662088,0.7
wheate90,19891,13278,19020,1357,12.24,162527,2,3022,4809,2474,587.72,17774742,0.7
MadsWinther91_DK,25558,41656,103690,1667,3.37,140480,1.4,3430,17094,13454,587.61,16549972,0.68
palmer_inc,7987,18492,34685,521,2.73,50525,1.62,1116,5158,3329,585.91,5857477,0.65
Pacovich,2522,5908,3011,158,2.32,13717,1.45,305,1561,771,581.94,1565830,0.64
Ljuti_K_13,4194,6629,22822,229,3.25,21541,1.56,511,2580,2569,578.47,2455361,0.7
ARESZGFEIGE,5334,8445,33586,445,4.15,35039,1.31,764,5677,1887,577.32,4011315,0.56
alwinmaas,9136,15165,72707,705,3.82,57902,1.37,1308,12159,6838,577.23,6847740,0.58
AbgKacaK,7175,20143,235309,597,2.14,43128,1.2,1195,16759,17584,576.36,4785493,0.62
kevinlebgdu78,18787,37968,203902,1011,2.79,105942,1.75,1658,11907,11494,575.2,12728643,0.55
IsyBreeze,12240,17293,123498,753,4.56,78838,1.74,1437,36587,7743,575.18,8845629,0.64
icEteAmanN,16288,16364,256979,691,4.48,73382,1.77,1737,21641,20080,575.16,8178081,0.91
whiter74,5516,6118,21482,376,6.52,39887,1.77,700,3890,1180,575.11,4564097,0.64
J-o-k--e-R--,9388,27925,71436,590,1.86,51894,1.46,1080,5931,8148,574.89,5899800,0.58
Mystiic__eXo,19395,46574,261331,1096,3.26,151922,2.31,2918,19720,13453,574.79,16407923,0.66
APHEX-TWIN-PEAKS,11738,24400,39681,764,2.52,61592,1.34,1306,4816,4505,574.77,7123022,0.61
I V II V III V,23031,31862,11883,1250,4.15,132269,1.76,2459,28405,5400,574.76,15364569,0.56
hoen39,15852,23019,227663,624,3.38,77726,2.08,2242,26714,10805,574.76,8802385,0.8
Jags0n,30901,47599,549199,1946,2.49,118288,1.01,4784,118334,32956,574.67,13754794,0.78
zim1337,18420,29645,59522,1019,2.61,77355,1.26,2388,31323,5139,574.58,9223950,0.77
Metal_WWar,26740,37707,224729,1330,3,112944,1.41,2995,83958,16146,574.53,13270424,0.73
Shirotsu,13869,13272,143959,849,5.67,75262,1.48,1819,14067,12752,574.48,8293868,0.73
Olivier_tunning,2997,5596,37945,188,3.1,17363,1.54,363,5599,2555,574.41,1995253,0.61
YouAreMySaber,28501,49528,179099,1277,2.91,144097,1.88,2713,27474,10785,574.32,16863921,0.63
DutchDoggz,15428,21302,196695,800,3.32,70629,1.47,1997,28000,12095,574.22,8449358,0.69
ZoeGreenpea,14225,19402,203631,958,3.66,70974,1.23,2328,15143,16711,574.15,8335810,0.74
ulises1520,27427,37237,139151,1633,4.24,157750,1.61,4337,27040,11779,574,17751581,0.66
Ladiesmann217--,24436,49146,254161,1547,2.89,142174,1.53,2762,19901,26315,573.79,15795357,0.59
NazZ-_-IcKnoS,17223,33555,120776,963,2.97,99584,1.72,2590,23153,8178,573.78,11145085,0.72
TeZZa-P,18607,36399,150183,933,2.2,80253,1.43,1856,17873,13579,573.74,9865769,0.62
zenoboys,2146,4163,97797,138,2.95,12292,1.48,264,7452,1852,573.67,1434002,0.68
lighthammer25,17942,27825,125587,1056,3.26,90690,1.43,2183,34583,13773,573.58,10731291,0.66
pocok97,27183,44947,93125,1572,4.16,187059,1.98,3596,14520,8805,573.57,20776309,0.69
Nanass09,22730,38295,456750,1345,2.69,103006,1.28,3172,30972,34523,573.57,11534822,0.69
wagbo0747,6745,14679,54876,338,2.28,33492,1.65,653,4217,6585,573.57,3767985,0.59
Zelexiv,25098,40374,103092,1153,2.76,111548,1.61,2239,27724,5419,573.56,13480323,0.65
FeelLikeGamers,4996,10538,147029,304,2.19,23047,1.26,606,11932,7601,573.36,2619654,0.64
mnmn3939,26696,72757,314497,1643,1.84,133697,1.36,2748,110174,28315,573.34,16471661,0.57
Gecelar,7803,14612,70079,373,2.43,35459,1.58,699,17518,3900,573.21,4316522,0.71
creepycrollys,1727,2624,10191,100,3.72,9773,1.62,168,1424,605,573.15,1130668,0.62
Hodthin,9611,28044,1059997,902,1.52,42751,0.79,1478,67035,46858,573.11,4715656,0.51
II-iPR0XY-II,21466,36234,90776,962,2.97,107518,1.86,2393,10631,10163,573.1,12570205,0.64
blu cosmic,28953,52229,32311,1183,2.8,146051,2.06,3461,5897,9998,573.08,17241061,0.64
KreKium,7664,12023,82665,497,3.09,37130,1.24,1181,7341,10236,573.02,4186446,0.74
H1sui-Xll,7527,21606,33845,420,2.27,49044,1.94,776,5599,1333,573.01,5595085,0.57
gohxiean,13813,24733,92549,695,2.66,65741,1.58,1735,23942,8242,572.93,7603913,0.69
AMWNEO,3321,3237,26836,187,5.81,18814,1.67,442,1794,2043,572.9,2191686,0.68
L-ep_t,9808,28177,48861,592,2.65,74648,2.1,1436,10451,2283,572.81,8672856,0.63
eL_NaNd0,9097,19040,47711,723,3.1,58950,1.36,1519,5934,6002,572.77,6634829,0.7
ichbinazra,11820,26270,181216,715,2.02,52937,1.23,1197,6569,13518,572.77,6311057,0.6
GRICKETTS93,8167,20405,13477,629,2.14,43643,1.16,1184,6827,2327,572.73,5002341,0.64
yuukoku_no_shi,32617,40393,152269,1777,3.36,135650,1.27,6013,48642,19965,572.71,15340227,0.87
Iife_on_mars,16379,25750,81027,720,2.84,73040,1.69,2666,12722,7342,572.59,8805562,0.7
emperor_midan,20446,54399,368063,1599,2.25,122573,1.28,3274,35415,38876,572.5,13280983,0.67
Cr34ter,35562,44290,447376,1938,3.5,154808,1.33,3780,40404,17582,572.43,19120028,0.66
BLrGael--,2841,5871,34111,160,2.19,12855,1.34,321,3685,2792,572.43,1513897,0.66
lukasherps,43057,56728,423152,2199,3.59,203825,1.54,4445,51626,32674,572.41,23741607,0.65
Londuba,3158,5096,41330,201,3.17,16134,1.33,391,6197,4255,572.41,1780245,0.7
cute_alligator,6458,22091,82490,642,2.03,44883,1.16,1116,11901,4404,572.41,5044057,0.53
YungFawkes,8186,19169,196321,510,2.86,54749,1.79,1131,17611,10185,572.39,6057447,0.6
SkyFireFPS,7559,15687,99350,468,2.04,32079,1.14,845,17561,7638,572.38,3761768,0.58
podrostok_,4453,9552,37855,255,2.72,25971,1.69,510,5727,2365,572.36,2987477,0.57
NabeSHlKI,2940,5177,7676,141,2.34,12126,1.43,288,1772,1391,572.24,1441341,0.68
D_Bear_Juden,8098,18564,69557,475,2.54,47238,1.66,921,8323,4490,572.18,5413038,0.62
MotaslM,39723,51552,223259,1896,3.6,185609,1.63,4182,73960,19508,572.12,22311689,0.6
Gorg_Medusa,54591,46797,193964,1993,4.82,225788,1.89,4948,43346,12865,572.03,27901898,0.69
qPharma21,5381,8727,36089,293,3.84,33549,1.91,806,3886,2990,571.95,3683125,0.71
Bulbiz4rre,19648,41749,269695,1143,2.8,116731,1.7,2767,21548,25038,571.95,13153187,0.66
Gaminghog763,6644,10739,60366,358,3.19,34248,1.59,741,10227,3469,571.93,3926909,0.63
AntArt1s,27586,49451,436602,1444,2.56,126435,1.46,3507,33386,31646,571.85,14628290,0.69
Visit_United_Typ,13086,22775,185568,864,3.86,87832,1.69,1959,13936,15282,571.84,9429116,0.67
moko_katuya,18318,39845,202791,1346,2.32,92452,1.14,3130,29261,13250,571.55,10818244,0.73
roili98,14802,19716,98931,882,4.5,88646,1.67,2491,21427,7652,571.53,9881181,0.75
Letter__N,3135,7220,24269,163,2.71,19548,2,340,1778,3977,571.43,2156566,0.6
Mooosmutzel,23668,29636,299666,1377,3.87,114731,1.39,2779,48195,22325,571.42,13787170,0.67
Annie-Leonhart,1822,3638,15264,97,2.66,9666,1.65,207,854,716,571.31,1105540,0.67
nemesismonk,53078,129284,427835,2991,1.95,252435,1.41,7155,50228,61690,571.23,29964878,0.6
tokky-man,21853,44489,208289,1121,2.79,124005,1.84,3140,21390,10509,571.17,14199883,0.65
dAVEUSlol,7225,12589,103707,408,3.08,38784,1.58,806,7818,3993,571.14,4641004,0.6
Hey_Its_Matthew,3931,7322,45487,212,2.9,21262,1.67,470,6583,1877,571.05,2419423,0.64
Endgame_ID,8681,8342,118913,292,2.42,20229,1.15,457,20820,8411,570.98,2555540,0.56
Krii Daah Joor,14977,13822,66032,1243,7.45,103000,1.38,2489,20947,3886,570.84,11939284,0.66
gaetan354,8341,18050,63638,670,3.13,56528,1.41,1516,10169,6424,570.8,6375277,0.77
King Seaward II,5719,8249,15381,445,5.17,42646,1.6,889,4934,2262,570.76,4697768,0.72
HALPHAS-GUNDAM,22402,51463,376167,1313,3.14,161544,2.05,2727,27342,26486,570.75,17629868,0.61
AmAPotatis,11281,11955,130680,775,4.97,59416,1.28,1670,23146,10229,570.74,6918477,0.66
Night_OwQ,5430,6593,70082,600,4.24,27959,0.78,747,15767,18269,570.7,3305381,0.73
boolin rat,13500,13512,64742,734,4.72,63768,1.45,1605,17344,6488,570.69,7517801,0.64
ThatPocketNinja,24455,41949,304262,1547,3.27,137325,1.48,3346,54761,22668,570.63,15190100,0.68
mammouth2000,10653,13747,168202,599,3.57,49050,1.36,1454,14985,10232,570.58,5776131,0.72
DXB-A87,31683,97960,364708,2198,1.48,145274,1.1,4161,42114,47943,570.58,16556058,0.59
drag-20011,33075,43597,84661,1646,3.63,158267,1.6,5160,74390,9747,570.54,18621679,0.71
schnippiii91,17312,23064,139066,1113,4.65,107194,1.61,2932,14500,18427,570.41,11701268,0.78
ben10themesong,3118,6054,34923,168,2.33,14094,1.39,303,6294,2167,570.36,1668027,0.56
crewman_GER,19041,41442,49099,867,2.07,85634,1.65,2009,4910,7590,570.3,10353051,0.68
Lucky-_-Luka,17096,28927,126199,945,3.02,87425,1.54,1964,22746,19549,570.2,9818423,0.65
Blex613,25215,43809,221217,1538,3.01,131746,1.43,3241,36954,16552,570.13,14810337,0.69
aletrivi97,4399,6482,26285,248,2.91,18850,1.26,666,2530,2820,570.1,2344444,0.66
Bigbossman0223,15200,27399,181593,1065,2.52,69010,1.08,2366,28954,15196,570.09,7684371,0.76
NeMeSiS_KHT,14333,20956,82837,901,4.26,89193,1.65,2032,9352,7970,570.07,10172878,0.65
SnewSnight,18036,25627,81821,900,2.78,71274,1.32,2130,12666,10305,570.05,8520728,0.68
SHIOKITI,5040,12531,5786,226,1.79,22389,1.65,430,950,2121,570.02,2676927,0.58
Gonzooooou_jp,4824,7461,16230,223,4.27,31864,2.38,816,6173,1525,569.97,3567000,0.8
TheMuninn,20991,46738,451855,2168,3.1,145042,1.11,4928,36190,31658,569.97,15860030,0.82
killerasasen,9285,25263,72308,771,2.32,58633,1.27,1562,14240,4602,569.96,6646039,0.67
taketi17,13182,31606,257863,1002,2.18,68746,1.14,1869,25029,14217,569.93,8304743,0.65
I SWiZZ l,16473,27697,120074,836,3.49,96566,1.92,2412,9338,10801,569.88,11100783,0.66
Gonza2832,21803,43079,573305,1304,2.16,93251,1.19,2062,41096,37006,569.77,11133629,0.56
Lugil_Farias,23396,36261,157766,1094,3.11,112767,1.72,2310,19708,15560,569.76,12988351,0.62
z1mbabve,9474,11193,44569,577,5.29,59245,1.71,1398,13503,3683,569.75,6799308,0.75
tony esp 001,8344,10866,25919,544,5.48,59545,1.82,1474,6612,3399,569.72,6552718,0.76
OfficerJudyH0pps,1559,2762,13650,88,3.45,9538,1.81,167,2055,545,569.54,1084457,0.59
gayandthiccc,8505,12512,93415,596,4.38,54745,1.53,1231,10981,5997,569.47,6094167,0.72
schonfeldt,7324,16839,92070,573,2.13,35899,1.04,1356,25844,6834,569.38,4445656,0.62
DailyPhill,35271,39803,5676,1704,4.46,177702,1.74,4139,9029,4587,569.37,20957963,0.75
Triggered_Asf,2810,6012,27994,150,2.5,15014,1.66,331,2161,1880,569.37,1715449,0.66
iTa_DyLaN,6886,7753,93509,406,3.83,29678,1.22,779,8248,7940,569.33,3460144,0.67
sugi1012,11987,26341,168647,824,2.68,70465,1.43,1654,19591,8720,569.32,8065420,0.68
Tranquil1ty_DK,32612,40434,163207,1960,4.23,171143,1.45,4487,30392,13858,569.3,20805989,0.66
Sir_Djuniz,7027,11810,42754,457,3.61,42665,1.56,809,8236,4821,569.3,4937866,0.62
Haksuz,15799,9995,65113,1357,14.37,143602,1.76,2447,7917,4889,569.21,16298536,0.54
TheBigBadDuke,45240,72758,729428,2481,2.08,151315,1.02,4256,244521,41072,569.12,19792723,0.53
LoginID_Roze,3047,6336,14519,203,2.22,14058,1.15,511,4104,1735,569.07,1608612,0.67
Splatt xX,25817,30737,122100,1376,4.31,132626,1.61,3176,30029,14494,568.99,15122634,0.75
KLA_TUMPPI90,20079,23413,502359,891,3.46,80915,1.51,2160,43752,20149,568.99,9629985,0.63
Cheems_1124,2727,4636,11366,131,3.58,16583,2.11,280,2335,941,568.98,1909982,0.71
Xaraxx,5423,13446,33915,360,2.02,27189,1.26,882,8420,2766,568.96,3368434,0.63
El DuifJunior13,10569,28616,113407,582,1.98,56767,1.62,1139,16525,5967,568.85,6651467,0.59
vuurwerkkiller,6568,5413,52065,328,5.74,31055,1.58,756,8725,4983,568.81,3622935,0.57
MagicGlobe,15942,38079,246470,1000,2.58,98319,1.64,2305,32878,12926,568.74,10951004,0.71
Jemmm66,6217,17926,37793,582,2.52,45146,1.29,1069,5009,4420,568.69,5117388,0.59
Sens3lss,33149,65349,346701,2001,2.17,141926,1.18,3559,42055,27060,568.69,16716734,0.6
SystemCR,43508,56483,223487,2632,4.04,228255,1.45,6243,39050,15865,568.68,26665098,0.77
BELL-_-BELL,31658,57126,137642,1813,2.43,138728,1.28,4252,32684,19539,568.68,16341479,0.74
deakmarci1997,24557,27578,123938,1940,5.36,147739,1.27,3205,19361,8832,568.67,17496089,0.59
ShisiToRa_1918,1577,3712,40807,115,2.36,8756,1.27,244,5436,2051,568.65,1002232,0.64
KaravulTV,10184,18470,61738,656,3.25,60081,1.53,1465,7791,5007,568.64,6884100,0.72
Torbernite_,4149,9143,36565,288,2.86,26164,1.51,736,5063,2782,568.64,2997042,0.61
DerLobbyist-,2470,5740,116958,182,2.72,15595,1.42,350,9369,4697,568.6,1683840,0.62
opforcej,1936,3958,22443,131,2.33,9225,1.17,220,3940,2011,568.59,1040449,0.62
jmjgpk,2527,5350,9209,144,2.46,13148,1.52,307,1084,1411,568.5,1504200,0.67
WombatBarkley,34285,68436,157373,2089,2.18,149080,1.19,3755,23006,24115,568.5,17571864,0.65
Mikou186,2711,4361,21420,123,3.35,14615,1.97,217,7206,1470,568.48,1692598,0.57
cyberlyxn123,16622,28038,113435,768,2.92,81928,1.78,1549,16785,9311,568.48,9537606,0.6
Angoess,14998,21996,115002,890,3.73,82101,1.54,2147,18824,9515,568.46,9551133,0.67
NWAS2400,33803,44260,452773,2471,4.2,185995,1.25,5679,84024,42074,568.42,21467485,0.76
Mr__Lorrd,34252,75870,288529,1857,2.67,202319,1.82,3912,45829,17880,568.32,22876634,0.54
Rhaezic,12907,20468,127955,930,4.19,85763,1.54,1971,19312,10036,568.17,9485269,0.71
Radak2nd,14601,24899,321939,994,2.87,71579,1.2,2371,28859,20939,568.16,8044745,0.66
elitekuschel,23259,33305,333969,1335,2.53,84399,1.05,3235,30881,17777,568.13,10425193,0.69
Jimmy Danktron,15594,25570,486787,1015,3.29,84237,1.38,2196,37839,24479,568.07,9212771,0.69
WombatFlaps,12633,20726,95916,674,3.22,66829,1.65,1256,10150,4446,568,7707640,0.63
Barnaclenutz,31669,56150,14807,1482,2.89,162296,1.82,2766,12776,10291,567.94,19171710,0.55
GV_Frantic_,12103,22460,18730,631,3.48,78185,2.06,2219,2330,3534,567.89,8833011,0.63
MisterKillerJT99,56842,82373,410809,2843,3.5,288638,1.69,6712,87818,37323,567.87,33187434,0.72
q413465507,39712,42735,75503,1723,4.41,188408,1.82,3470,18415,10920,567.79,22978311,0.64
fetz992,13751,26783,48543,900,3.14,83984,1.55,1849,14591,6802,567.77,9391903,0.69
nightowlbetti,35485,81255,998171,2473,2.28,185631,1.25,3930,94117,66909,567.75,21040209,0.47
#NAME?,28527,15269,110929,1410,9.01,137601,1.63,3703,47751,8403,567.7,16352899,0.81
Lolledi,1922,3268,11580,99,2.41,7888,1.32,197,6845,926,567.6,1025605,0.6
Mr Value Kills,4944,11846,13192,274,2.7,31983,1.94,757,1782,1583,567.58,3488631,0.77
C0SMIXX,14551,40130,251478,1076,2.02,80952,1.25,2054,29214,10788,567.46,9365461,0.64
NarKo Spicyy,13073,25317,143850,700,2.49,63054,1.5,1704,15441,9620,567.45,7724044,0.53
ohtwerky,33428,61684,374389,1777,2.18,134423,1.26,3109,34452,29494,567.35,16078788,0.59
Verbql,43194,24752,126157,2448,10.63,263062,1.79,5165,23636,6161,567.19,30217430,0.66
WZDMFM,4402,10080,5052,288,1.99,20097,1.16,797,18009,2952,567.16,2338183,0.74
HylaPaprika,6775,12062,66548,382,3.63,43736,1.9,926,6968,3086,567.14,4988598,0.62
M0nkey69,15224,31853,90688,1094,3.16,100513,1.53,2252,20161,7912,567.11,11421527,0.66
Roman 4ever,9539,19887,26395,665,3.21,63842,1.6,1433,5454,3087,567.09,7578271,0.85
Norio_Matsumoto,6253,29249,144857,690,1.17,34315,0.83,1287,3560,25949,567.07,3884794,0.63
SturmDesChaos,15150,41589,176279,1011,1.58,65696,1.08,2798,13006,18485,567.06,7701662,0.75
Ak Ermac kA,24808,27678,110595,1327,4.38,121307,1.52,4297,59119,12092,567.05,13733309,0.75
asam-0530,11864,17881,41812,599,3.46,61921,1.72,1085,12568,4155,566.98,7136539,0.65
B7ackhawk,33315,28374,164383,1321,6.37,180645,2.28,4175,19942,12786,566.93,21153283,0.71
Cowb0yFr0mH3ll,19626,43442,385273,1515,2.41,104604,1.15,2846,26101,22126,566.93,11945858,0.67
ta1212ku,3160,6446,16924,174,2.39,15399,1.47,333,2003,1369,566.9,1768887,0.64
xshogenx,20088,40745,863615,1502,1.92,78140,0.87,3761,65527,49546,566.84,9109271,0.82
James_Sherman25,19306,14114,86716,859,4.72,66678,1.29,1547,54170,12282,566.69,8315826,0.62
Dr Prime MD,7568,14114,305213,538,2.54,35914,1.11,1162,20148,29373,566.69,3928363,0.72
FTT-Ludafix,3723,9042,40315,297,2.87,25979,1.46,686,6838,3252,566.63,2909455,0.7
K1liku,11680,19673,144696,737,3.04,59720,1.35,1959,17963,11896,566.57,6767229,0.77
squall024,10441,28604,85861,735,2.47,70586,1.6,1683,13804,7206,566.5,7770764,0.63
Des1re_DK,37894,50727,407254,2549,4.37,221719,1.45,6799,50411,29009,566.49,25315398,0.73
SOULREBELmx,2252,5369,10615,183,3.12,16753,1.52,362,1053,1001,566.39,1888668,0.87
xOld-Clothes_,30785,52655,119921,1562,3.07,161450,1.72,3237,23481,15692,566.33,19565485,0.58
azians-boy992,13727,18370,242517,694,3.34,61443,1.47,1460,40183,7671,566.31,7479673,0.59
TBONE3213,14441,38086,97889,1099,1.9,72325,1.1,2175,14701,15695,566.26,8361947,0.65
abyss915,19159,21912,76680,1309,5.7,124974,1.59,2699,43406,7020,566.21,14626007,0.75
Kapsuu02,6749,7026,73615,326,4.07,28561,1.46,728,11842,3264,566.18,3489397,0.67
Hol4ndesVo4dor,55303,62090,250915,3143,4.95,307454,1.63,6698,38434,15386,566.16,35482330,0.68
GENERAL-SSQC,29724,48377,94372,2093,3.56,172093,1.37,5031,12396,15161,566.14,20157629,0.7
joseph-fvgb777,9513,21242,62303,591,2.49,52970,1.49,1369,22434,5799,565.97,6309699,0.56
Vlttrr,8119,21184,139329,545,2.19,46403,1.42,1005,18077,12152,565.89,5269603,0.56
